,ProductID,Name,ProductNumber,MakeFlag,FinishedGoodsFlag,Color,SafetyStockLevel,ReorderPoint,StandardCost,ListPrice,Size,SizeUnitMeasureCode,WeightUnitMeasureCode,Weight,DaysToManufacture,ProductLine,Class,Style,ProductSubcategoryID,ProductModelID,SellStartDate,SellEndDate,DiscontinuedDate,rowguid,ModifiedDate,AnnoModifica
76,924,"LL Mountain Frame - Black, 42",FR-M21B-42,True,True,Black,500,375,136.785,249.79,42,CM ,LB ,2.92,1,M ,L ,U ,12.0,8.0,2013-05-30,,,FAABD7FB-CB35-4BAD-8857-EC71468686AD,2014-02-08 10:01:36.827,2014
77,925,"LL Mountain Frame - Black, 44",FR-M21B-44,True,True,Black,500,375,136.785,249.79,44,CM ,LB ,2.96,1,M ,L ,U ,12.0,8.0,2013-05-30,,,47AB0300-7B55-4D35-A786-80190976B9B5,2014-02-08 10:01:36.827,2014
78,926,"LL Mountain Frame - Black, 48",FR-M21B-48,True,True,Black,500,375,136.785,249.79,48,CM ,LB ,3.0,1,M ,L ,U ,12.0,8.0,2013-05-30,,,408435AA-15C0-41E5-981F-32A8226AF15F,2014-02-08 10:01:36.827,2014
79,927,"LL Mountain Frame - Black, 52",FR-M21B-52,True,True,Black,500,375,136.785,249.79,52,CM ,LB ,3.04,1,M ,L ,U ,12.0,8.0,2013-05-30,,,4800F4E6-99EA-4AFD-A392-2CB05265D0D4,2014-02-08 10:01:36.827,2014
80,943,"LL Mountain Frame - Black, 40",FR-M21B-40,True,True,Black,500,375,136.785,249.79,40,CM ,LB ,2.88,2,M ,L ,U ,12.0,8.0,2013-05-30,,,3050E4DF-2BBA-4C2B-BDCC-B4C89972DB1C,2014-02-08 10:01:36.827,2014
84,977,"Road-750 Black, 58",BK-R19B-58,True,True,Black,100,75,343.6496,539.99,58,CM ,LB ,20.79,4,R ,L ,U ,2.0,31.0,2013-05-30,,,87B81A1A-A5B5-43D2-A20D-0230800490B9,2014-02-08 10:01:36.827,2014
85,989,"Mountain-500 Black, 40",BK-M18B-40,True,True,Black,100,75,294.5797,539.99,40,CM ,LB ,27.35,4,M ,L ,U ,1.0,23.0,2013-05-30,,,28287157-3F06-487B-8531-BEE8A37329E4,2014-02-08 10:01:36.827,2014
86,990,"Mountain-500 Black, 42",BK-M18B-42,True,True,Black,100,75,294.5797,539.99,42,CM ,LB ,27.77,4,M ,L ,U ,1.0,23.0,2013-05-30,,,F5752C9C-56BA-41A7-83FD-139DA28C15FA,2014-02-08 10:01:36.827,2014
87,991,"Mountain-500 Black, 44",BK-M18B-44,True,True,Black,100,75,294.5797,539.99,44,CM ,LB ,28.13,4,M ,L ,U ,1.0,23.0,2013-05-30,,,C7852127-2FB8-4959-B5A3-DE5A8D6445E4,2014-02-08 10:01:36.827,2014
88,992,"Mountain-500 Black, 48",BK-M18B-48,True,True,Black,100,75,294.5797,539.99,48,CM ,LB ,28.42,4,M ,L ,U ,1.0,23.0,2013-05-30,,,75752E26-A3B6-4264-9B06-F23A4FBDC5A7,2014-02-08 10:01:36.827,2014
89,993,"Mountain-500 Black, 52",BK-M18B-52,True,True,Black,100,75,294.5797,539.99,52,CM ,LB ,28.68,4,M ,L ,U ,1.0,23.0,2013-05-30,,,69EE3B55-E142-4E4F-AED8-AF02978FBE87,2014-02-08 10:01:36.827,2014
90,997,"Road-750 Black, 44",BK-R19B-44,True,True,Black,100,75,343.6496,539.99,44,CM ,LB ,19.77,4,R ,L ,U ,2.0,31.0,2013-05-30,,,44CE4802-409F-43AB-9B27-CA53421805BE,2014-02-08 10:01:36.827,2014
91,998,"Road-750 Black, 48",BK-R19B-48,True,True,Black,100,75,343.6496,539.99,48,CM ,LB ,20.13,4,R ,L ,U ,2.0,31.0,2013-05-30,,,3DE9A212-1D49-40B6-B10A-F564D981DBDE,2014-02-08 10:01:36.827,2014
92,999,"Road-750 Black, 52",BK-R19B-52,True,True,Black,100,75,343.6496,539.99,52,CM ,LB ,20.42,4,R ,L ,U ,2.0,31.0,2013-05-30,,,AE638923-2B67-4679-B90E-ABBAB17DCA31,2014-02-08 10:01:36.827,2014
